title,year,status,award
David Hirschfelder,1997,Nominee,Best Original Score - Motion Picture
Gabriel Yared,1997,Winner,Best Original Score - Motion Picture
Joel Coen,1997,Nominee,Best Director - Motion Picture
Scott Hicks,1997,Nominee,Best Director - Motion Picture
Anthony Minghella,1997,Nominee,Best Director - Motion Picture
Alan Parker,1997,Nominee,Best Director - Motion Picture
Milos Forman,1997,Winner,Best Director - Motion Picture
The Eighth Day,1997,Nominee,Best Motion Picture – Non-English Language
Lauren Bacall,1997,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Christine Baranski,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Cher,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kristen Johnston,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Greta Scacchi,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kathy Bates,1997,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Gillian Anderson,1997,Winner,Best Performance by an Actress In A Television Series - Drama
Ashley Judd,1997,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Demi Moore,1997,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Isabella Rossellini,1997,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Lauren Bacall,1997,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Christine Baranski,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Cher,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kristen Johnston,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Greta Scacchi,1997,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kathy Bates,1997,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Gillian Anderson,1997,Winner,Best Performance by an Actress In A Television Series - Drama
Ashley Judd,1997,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Demi Moore,1997,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Isabella Rossellini,1997,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Brooke Shields,1997,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Tracey Ullman,1997,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Antonio Banderas,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Kevin Costner,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Nathan Lane,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Eddie Murphy,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Tom Cruise,1997,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Tim Allen,1997,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Michael J. Fox,1997,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Kelsey Grammer,1997,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Brooke Shields,1997,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Tracey Ullman,1997,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Antonio Banderas,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Kevin Costner,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Nathan Lane,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Eddie Murphy,1997,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Tom Cruise,1997,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Tim Allen,1997,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Michael J. Fox,1997,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Kelsey Grammer,1997,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Paul Reiser,1997,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
John Lithgow,1997,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy
Cuba Gooding Jr.,1997,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Samuel L. Jackson,1997,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Paul Scofield,1997,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
James Woods,1997,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Edward Norton,1997,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
David Hyde-Pierce,1997,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
David Paymer,1997,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Anthony Quinn,1997,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Noah Wyle,1997,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Ian McKellen,1997,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Courtney Love,1997,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Kristin Scott Thomas,1997,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Meryl Streep,1997,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Emily Watson,1997,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Brenda Blethyn,1997,Winner,Best Performance by an Actress in a Motion Picture - Drama
Christine Lahti,1997,Nominee,Best Performance by an Actress In A Television Series - Drama
Heather Locklear,1997,Nominee,Best Performance by an Actress In A Television Series - Drama
Jane Seymour,1997,Nominee,Best Performance by an Actress In A Television Series - Drama
Seinfeld,1997,Nominee,Best Television Series - Musical or Comedy
3rd Rock From The Sun,1997,Winner,Best Television Series - Musical or Comedy
Crime of the Century,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Gotti,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Hidden in America,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
If These Walls Could Talk,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Losing Chase,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Rasputin,1997,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
"""Because You Loved Me""",1997,Nominee,Best Original Song - Motion Picture
"""For the First Time""",1997,Nominee,Best Original Song - Motion Picture
Seinfeld,1997,Nominee,Best Television Series - Musical or Comedy
3rd Rock From The Sun,1997,Winner,Best Television Series - Musical or Comedy
Crime of the Century,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Gotti,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Hidden in America,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
If These Walls Could Talk,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Losing Chase,1997,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Rasputin,1997,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
