title,year,status,award,movie
Bruce Weitz,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hill Street Blues
Edward James Olmos,1986,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Miami Vice
Anne Bancroft,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Agnes of God
Cher,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Mask
Geraldine Page,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"Trip To Bountiful, The"
Meryl Streep,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Out of Africa
Whoopi Goldberg,1986,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Color Purple, The"
Joan Collins,1986,Nominee,Best Performance by an Actress In A Television Series - Drama,Dynasty (1981-1989)
Linda Evans,1986,Nominee,Best Performance by an Actress In A Television Series - Drama,Dynasty (1981-1989)
Angela Lansbury,1986,Nominee,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote"
Bruce Weitz,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hill Street Blues
Edward James Olmos,1986,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Miami Vice
Anne Bancroft,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Agnes of God
Cher,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Mask
Geraldine Page,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"Trip To Bountiful, The"
Meryl Streep,1986,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Out of Africa
Whoopi Goldberg,1986,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Color Purple, The"
Joan Collins,1986,Nominee,Best Performance by an Actress In A Television Series - Drama,Dynasty (1981-1989)
Linda Evans,1986,Nominee,Best Performance by an Actress In A Television Series - Drama,Dynasty (1981-1989)
Angela Lansbury,1986,Nominee,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote"
Amos,1986,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Death of a Salesman,1986,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Do You Remember Love?,1986,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
An Early Frost,1986,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
"Jewel in the Crown, The",1986,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
The Power of Love,1986,Nominee,Best Original Song - Motion Picture,Back to the Future
Rhythm of the Night,1986,Nominee,Best Original Song - Motion Picture,Berry Gordy's The Last Dragon
,1986,Winner,Best Original Song - Motion Picture,White Nights
A View To a Kill,1986,Nominee,Best Original Song - Motion Picture,"View to a Kill, A"
We Don't Need Another Hero (Thunderdome),1986,Nominee,Best Original Song - Motion Picture,Mad Max Beyond Thunderdome
F. Murray Abraham,1985,Winner,Best Performance by an Actor in a Motion Picture - Drama,Amadeus
Jeff Bridges,1985,Nominee,Best Performance by an Actor in a Motion Picture - Drama,John Carpenter's Starman
Albert Finney,1985,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Under The Volcano
Tom Hulce,1985,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Amadeus
Sam Waterston,1985,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Killing Fields, The"
James Brolin,1985,Nominee,Best Performance by an Actor In A Television Series - Drama,Hotel
John Forsythe,1985,Nominee,Best Performance by an Actor In A Television Series - Drama,Dynasty (1981-1989)
Larry Hagman,1985,Nominee,Best Performance by an Actor In A Television Series - Drama,Dallas
Stacy Keach,1985,Nominee,Best Performance by an Actor In A Television Series - Drama,Mickey Spillane's Mike Hammer
Daniel J. Travanti,1985,Nominee,Best Performance by an Actor In A Television Series - Drama,Hill Street Blues
Tom Selleck,1985,Winner,Best Performance by an Actor In A Television Series - Drama,"Magnum, P. I."
James Garner,1985,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Heartsounds
Sam Neill,1985,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Reilly: Ace Of Spies
Jason Robards Jr.,1985,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Sakharov
Treat Williams,1985,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",A Streetcar Named Desire (1984)
Ted Danson,1985,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Something About Amelia
Peter Shaffer,1985,Winner,Best Screenplay - Motion Picture,Amadeus
"Cotton Club, The",1985,Nominee,Best Motion Picture - Drama,
"Killing Fields, The",1985,Nominee,Best Motion Picture - Drama,
Places in the Heart,1985,Nominee,Best Motion Picture - Drama,
"Soldier's Story, A",1985,Nominee,Best Motion Picture - Drama,
Amadeus,1985,Winner,Best Motion Picture - Drama,
Beverly Hills Cop,1985,Nominee,Best Motion Picture - Musical or Comedy,
Ghostbusters,1985,Nominee,Best Motion Picture - Musical or Comedy,
Micki & Maude,1985,Nominee,Best Motion Picture - Musical or Comedy,
Splash,1985,Nominee,Best Motion Picture - Musical or Comedy,
Romancing the Stone,1985,Winner,Best Motion Picture - Musical or Comedy,
Bruce Robinson,1985,Nominee,Best Screenplay - Motion Picture,"Killing Fields, The"
David Lean,1985,Nominee,Best Screenplay - Motion Picture,"Passage to India, A"
Robert Benton,1985,Nominee,Best Screenplay - Motion Picture,Places in the Heart
Charles Fuller,1985,Nominee,Best Screenplay - Motion Picture,"Soldier's Story, A"
Jack Nitzsche,1985,Nominee,Best Original Score - Motion Picture,John Carpenter's Starman
Mike Oldfield,1985,Nominee,Best Original Score - Motion Picture,"Killing Fields, The"
Ennio Morricone,1985,Nominee,Best Original Score - Motion Picture,Once Upon a Time in America
John Williams,1985,Nominee,Best Original Score - Motion Picture,"River, The"
Maurice Jarre,1985,Winner,Best Original Score - Motion Picture,"Passage to India, A"
Francis Ford Coppola,1985,Nominee,Best Director - Motion Picture,"Cotton Club, The"
Roland Joffé,1985,Nominee,Best Director - Motion Picture,"Killing Fields, The"
David Lean,1985,Nominee,Best Director - Motion Picture,"Passage to India, A"
Sergio Leone,1985,Nominee,Best Director - Motion Picture,Once Upon a Time in America
Milos Forman,1985,Winner,Best Director - Motion Picture,Amadeus
Carmen (1984),1985,Nominee,Best Motion Picture – Non-English Language,
Dangerous Moves,1985,Nominee,Best Motion Picture – Non-English Language,
"Paris, Texas",1985,Nominee,Best Motion Picture – Non-English Language,
"Sunday in the Country, A",1985,Nominee,Best Motion Picture – Non-English Language,
"Passage to India, A",1985,Winner,Best Motion Picture – Non-English Language,
Drew Barrymore,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Irreconcilable Differences
Kim Basinger,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Natural, The"
Jacqueline Bisset,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Under The Volcano
Melanie Griffith,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Body Double
Christine Lahti,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Swing Shift
Lesley Ann Warren,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Songwriter
Peggy Ashcroft,1985,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Passage to India, A"
Selma Diamond,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Night Court
Marla Gibbs,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Jeffersons, The"
Gina Lollobrigida,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Falcon Crest
Rhea Perlman,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cheers
Roxana Zal,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Something About Amelia
Faye Dunaway,1985,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellis Island
Angela Lansbury,1985,Winner,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote"
Christine Lahti,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Swing Shift
Lesley Ann Warren,1985,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Songwriter
Peggy Ashcroft,1985,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Passage to India, A"
Selma Diamond,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Night Court
Marla Gibbs,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Jeffersons, The"
Gina Lollobrigida,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Falcon Crest
Rhea Perlman,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cheers
Roxana Zal,1985,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Something About Amelia
Faye Dunaway,1985,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellis Island
Angela Lansbury,1985,Winner,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote"
Debbie Allen,1985,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Fame - TV Show
Nell Carter,1985,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Gimme a Break!
Susan Clark,1985,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Webster
Jane Curtin,1985,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Kate & Allie
Isabel Sanford,1985,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Jeffersons, The"
Shelley Long,1985,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy,Cheers
Steve Martin,1985,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,All of Me
Eddie Murphy,1985,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Beverly Hills Cop
Bill Murray,1985,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ghostbusters
Robin Williams,1985,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Moscow on the Hudson
Dudley Moore,1985,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Micki & Maude
Ted Danson,1985,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Cheers
Robert Guillaume,1985,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Benson
Sherman Hemsley,1985,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,"Jeffersons, The"
Bob Newhart,1985,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Newhart
Bill Cosby,1985,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy,"Cosby Show, The"
Adolph Caesar,1985,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Soldier's Story, A"
Richard Crenna,1985,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Flamingo Kid, The"
Jeffrey Jones,1985,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Amadeus
Noriyuki “Pat” Morita,1985,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Karate Kid, The"
Haing S. Ngor,1985,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Killing Fields, The"
Pierce Brosnan,1985,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Astor
John Hillerman,1985,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Magnum, P. I."
Ben Vereen,1985,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellis Island
Bruce Weitz,1985,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hill Street Blues
Paul Le Mat,1985,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Burning Bed, The"
Diane Keaton,1985,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Mrs. Soffel
